0      0                   	0	10        
1      3.33200093731252815e-13	1	9.99999999999933387
2      5.77234868776352386e-13	2	9.99999999999884537
3      2.88617434388176193e-13	3	9.99999999999942268
4      2.88617438688911098e-13	4	9.99999999999942268
5      2.88646296131598348e-09	5	9.99999999422707475
6      3.17482063818059378e-08	6	9.99999993650358654
7      3.20365633272963346e-07	7	9.99999935926873285
8      1.97604496959765351e-06	8	9.99999604791006114
9      6.63420432531442653e-06	9	9.9999867315913491
10     1.91714170381249841e-05	10	9.99996165716592422
11     5.36267775508535624e-05	11	9.9998927464448979
12     0.000149860590009934713	12	9.99970027881997936
13     0.000423103277285358172	13	9.99915379344542998
14     0.00122831046389115664	14	9.99754337907221746
15     0.00511112877328984746	15	9.98977774245341976
16     0.00511112969668661796	16	9.98977774060662682
17     0.0089909313001340016	17	9.98201813739973254
18     0.0153793283421196671	18	9.96924134331576006
19     0.0217595537806503751	19	9.95648089243869983
20     0.0281316126988421893	20	9.94373677460231598
21     0.0408931615634324508	21	9.91821367687313504
22     0.0702052973768607369	22	9.85958940524627892
23     0.121207300065408724	23	9.75758539986918194
24     0.209656239616505369	24	9.58068752076698971
25     0.209655711741239759	25	9.58068857651752026
26     0.296501718933908309	26	9.40699656213218383
27     0.29650058383041733 	27	9.40699883233916623
28     0.381772063460216693	28	9.23645587307956717
29     0.465496178858060494	29	9.06900764228387857
30     0.547702772140029381	30	8.90459445571994124
31     0.695404637562005101	31	8.60919072487599024
32     0.695405222982532822	32	8.60918955403493413
33     0.838206758728893941	33	8.32358648254221123
34     1.04672385655255917 	34	7.90655228689488165
35     1.04672706281460859 	35	7.90654587437078327
36     1.24479270039749856 	36	7.51041459920500287
37     1.24479945231104372 	37	7.51040109537791256
38     1.43294015363675742 	38	7.13411969272648516
39     1.61166546652522902 	39	6.77666906694954196
40     1.78143404928391158 	40	6.43713190143217684
41     2.05309492782659486 	41	5.89381014434681028
42     2.05308966343540567 	42	5.89382067312918867
43     2.30182806121111394 	43	5.39634387757777212
44     2.3018155920602692  	44	5.3963688158794616
45     2.52956220082547478 	45	4.94087559834905044
46     2.73806630395013517 	46	4.52386739209972966
47     2.92897790166854444 	47	4.14204419666291113
48     3.10377573224818626 	48	3.79244853550362748
49     3.47881499095266333 	49	3.04237001809467333
50     3.47879846996011866 	50	3.04240306007976269
0      3.77976897924889244 	0	2.44046204150221513
1      3.77961392945753794 	1	2.44077214108492413
2      3.67185219526143891 	2	2.65629560947712218
3      3.671817837386806   	3	2.65636432522638799
4      3.84036835981906277 	4	2.31926328036187446
5      3.84034936614506206 	5	2.31930126770987588
6      3.98749970368067874 	6	2.02500059263864252
7      4.11597376333663512 	7	1.76805247332672977
8      4.22815353042540742 	8	1.54369293914918515
9      4.32609099676374864 	9	1.34781800647250272
0      4.41160036980835191 	0	1.17679926038329619
1      4.48625843273230274 	1	1.02748313453539453
2      4.55144572196372899 	2	0.897108556072542029
3      4.60836221388961942 	3	0.783275572220761163
4      4.65805671817695099 	4	0.683886563646098011
5      4.7014447951838152  	5	0.59711040963236961
6      4.73932724151762574 	6	0.521345516964748512
7      4.77240303055558357 	7	0.455193938888832861
0      4.80128223334897974 	0	0.397435533302040511
1      4.82649710824677047 	1	0.347005783506459053
2      4.84851245118445817 	2	0.302975097631083656
3      4.8677342208396368  	3	0.26453155832072639
4      4.88451698283550595 	4	0.230966034328988101
5      4.89917027412165673 	5	0.201659451756686536
6      4.91794609515021541 	6	0.164107809699569174
7      4.917946168433323   	7	0.164107663133354009
0      4.93322921569614969 	0	0.133541568607700611
1      4.93322054974877133 	1	0.133558900502457334
2      4.94566534803791846 	2	0.108669303924163074
3      4.95578138193234796 	3	0.0884372361353040759
4      4.96401136071065707 	4	0.0719772785786858549
5      4.97071041035342365 	5	0.0585791792931527056
0      4.97616429150624651 	0	0.0476714169875069871
1      4.98060299325342903 	1	0.0387940134931419323
2      4.98421434753012527 	2	0.0315713049397494672
3      4.98715285831540012 	3	0.0256942833691997663
4      4.98954459024282304 	4	0.0209108195143539177
0      4.99149140650027867 	0	0.0170171869994426572
1      4.99307574307106972 	1	0.0138485138578605671
2      4.99436489232865544 	2	0.0112702153426891272
3      4.99588620845545517 	3	0.00822758308908966285
0      4.99699940870250003 	0	0.00600118259499993201
1      4.99781224044454397 	1	0.0043755191109120517
2      4.9978031628182924  	2	0.0043936743634152009
3      4.99840221544177332 	3	0.00319556911645335617
0      4.99883083330978284 	0	0.00233833338043432093
1      4.99914484347356325 	1	0.00171031305287350222
2      4.99946966516489422 	2	0.001060669670211567
0      4.9996794393514028  	0	0.000641121297194402473
1      4.99966384845766143 	1	0.000672303084677139395
2      4.99980830318118219 	2	0.000383393637635620621
0      4.99987939126058212 	0	0.000241217478835764609
1      4.99991939349905046 	1	0.000161213001899085384
0      4.99994763952491095 	0	0.000104720950178105454
1      4.99998467359511078 	1	3.06528097784308784e-05
2      4.99997433116331358 	2	5.13376733728421186e-05
0      5.0000260706413906  	0	-5.21412827811928992e-05
1      4.99998246359370846 	1	3.50728125830812587e-05
0      5.0000429367777075  	0	-8.58735554150058533e-05
1      5.00002245802563738 	1	-4.49160512747681651e-05
0      4.99999613977519797 	0	7.72044960406503833e-06
0      4.99997720918893052 	0	4.55816221389682141e-05
1      5.00000277269592086 	1	-5.54539184172142541e-06
0      4.99997162050619082 	0	5.67589876183660635e-05
1      5.00000371136501975 	1	-7.42273003950799648e-06
0      4.99998586696582947 	0	2.82660683410540514e-05
0      5.00000010179993204 	0	-2.03599864079251347e-07
